amount,merchant_category,country,hour,payment_method,device_risk,velocity,past_chargebacks,is_fraud
93.85361799537182,2,3,5,3,0.016077145545221994,2.0,0.0,0
602.0242861835042,7,3,9,0,0.15160876698531278,2.0,0.0,1
263.34913870908986,6,4,13,3,,,,0
182.58851075519064,2,4,20,3,0.7729354869865064,2.0,0.0,0
33.924974092469256,5,4,7,3,0.06637625308440853,2.0,0.0,0
33.919258382921036,3,0,2,1,,,,1
11.967753721736136,4,4,21,2,0.3586241055051941,1.0,1.0,1
402.2461728959879,4,3,21,0,,,,0
183.8164307254529,6,1,18,2,,,,0
246.25001234091806,4,4,11,3,,,,0
4.159861599827725,2,1,11,3,,,,1
700.7114950316624,9,3,14,3,0.031031032544945436,0.0,0.0,1
357.285908670935,4,4,6,2,0.27139068376632025,3.0,0.0,0
47.7375250497894,6,0,3,1,0.7312516574367022,1.0,0.0,0
40.13579774993267,4,0,20,1,0.6751494194489744,1.0,0.0,0
40.52228456645141,4,1,8,0,0.2430574406047079,0.0,0.0,0
72.55074589209542,8,0,21,2,,,,0
148.7855661721709,2,0,15,1,0.7937576531077537,1.0,0.0,0
113.10741335606733,5,0,12,0,0.033380703334614736,1.0,0.0,0
68.8445985107883,0,3,3,3,,,,0
189.27417477995974,9,0,23,3,,,,0
30.046905745467733,4,2,8,0,0.9478512885341324,2.0,0.0,1
69.10310240048045,7,4,20,1,0.5382202213611084,4.0,0.0,0
91.2554436441694,4,0,17,2,,,,0
121.78693757195501,8,0,14,0,0.40343061878255526,1.0,0.0,0
307.5872022061824,5,0,14,1,,,,1
44.547172425738054,7,2,5,0,0.7303729932442136,2.0,0.0,0
144.40583100662553,9,0,10,1,0.3004790036864622,1.0,0.0,0
179.5009442619521,7,0,7,3,0.5752672943138663,0.0,0.0,0
9.51276995128171,2,4,20,0,0.5991013556195962,1.0,0.0,0
187.066604129922,6,2,16,2,,,,0
37.39225039548329,6,2,23,0,0.178833361249222,0.0,0.0,0
13.452786175860847,9,0,16,3,,,,0
594.7375587013862,5,2,23,3,,,,1
674.1260684922345,6,1,17,1,0.19003781452016077,2.0,0.0,1
330.46631456257535,1,2,3,3,,,,0
72.65757199375166,8,2,14,1,0.4889948806787626,0.0,0.0,0
20.55546300050125,9,2,1,3,0.30997314236684914,2.0,0.0,0
230.55015261973236,9,3,1,1,,,,0
116.01816851707967,0,3,9,2,,,,0
26.030446790889727,0,3,2,1,0.6662613026613708,1.0,0.0,0
136.70944562683002,2,2,7,1,,,,1
6.998744288695817,2,1,19,2,0.22028736028870277,1.0,0.0,0
480.08457747860473,0,2,6,1,,,,1
59.89155536813722,6,0,11,1,,,,1
217.25115971299607,3,1,18,2,0.3531876007629875,4.0,0.0,0
74.70931633152473,9,3,14,3,0.2107669326418441,3.0,0.0,0
146.8221791818457,1,4,13,0,0.772149516020762,3.0,0.0,0
158.2447595963595,9,1,15,1,0.17688294015945139,6.0,0.0,0
40.87771990158115,4,3,13,3,0.25374872039489194,2.0,0.0,0
698.5614265472453,5,1,2,0,0.10064439431196248,3.0,0.0,1
298.44907542762815,8,1,17,2,0.26787431607466927,0.0,0.0,0
561.0188838583165,3,2,21,1,,,,1
450.4303995068393,1,0,5,1,0.06415786194299111,3.0,1.0,1
182.210882476655,4,4,16,2,,,,1
509.887075853881,2,3,22,1,0.5136747922166857,0.0,0.0,1
18.531091790623126,1,1,13,0,0.5881036318885304,3.0,1.0,1
43.62693892625349,0,4,13,0,0.3712857564334544,2.0,0.0,0
9.256393137366391,9,1,19,2,0.6698352295539118,5.0,0.0,0
78.70641736061737,1,0,12,1,0.43178173585103075,4.0,0.0,0
98.42605835884372,5,4,2,3,0.761313774539245,2.0,0.0,0
63.31208864176514,7,3,12,1,0.8214021435154072,1.0,1.0,1
352.91157304818677,2,1,23,2,,,,0
88.24539990597403,8,0,1,3,,,,0
65.96056802684984,8,4,8,0,0.7822693506022277,3.0,0.0,0
156.4814166415492,1,1,12,0,0.4942853114048491,2.0,0.0,0
30.37962956412577,7,1,7,3,0.11150990436956876,0.0,0.0,0
324.09671915494624,9,3,15,3,0.1163402232441062,0.0,0.0,0
15.495173762261802,4,0,23,2,,,,1
866.8292679174639,3,2,2,1,0.21356300845787612,1.0,0.0,1
295.89675524830227,9,1,12,0,0.8159249910219764,3.0,0.0,1
44.30788810117719,4,4,3,1,,,,0
1.107484075187095,3,3,17,0,0.43078009385681637,0.0,0.0,0
337.9793554972252,7,3,1,1,,,,0
245.41918147740893,3,1,19,0,0.15886717289590413,2.0,0.0,0
261.1325817575998,9,1,21,1,0.7372464883638775,1.0,0.0,0
295.0429052087027,5,1,20,2,,,,0
15.38585310275927,1,2,14,0,,,,0
88.7785344832465,4,1,16,2,0.5658897560424324,3.0,0.0,0
24.63002092088993,5,0,9,0,0.10577179352159038,3.0,0.0,0
397.7059143316445,4,4,0,0,0.4359491504351223,0.0,0.0,0
195.26023834247482,1,1,5,0,0.08657139535762459,4.0,0.0,0
80.3637602502602,6,2,2,1,0.3078632910335106,1.0,0.0,0
13.133613160956578,3,4,18,0,0.9003121410906335,1.0,1.0,1
74.49767008207074,7,3,6,2,0.5745334005547921,0.0,0.0,0
78.66284263682627,6,1,12,1,,,,0
261.5751567915482,6,4,12,1,0.5738858673758923,2.0,0.0,0
202.977871785204,8,3,16,0,,,,0
436.45038248030295,0,2,0,3,0.5948083157798915,3.0,1.0,1
127.81322667526196,9,0,13,1,0.7553880773055249,3.0,1.0,1
25.47447872310038,5,1,2,0,0.1384050028670275,3.0,0.0,0
249.82526886331988,5,0,13,2,,,,1
286.0785506153728,5,2,23,3,0.5553921789782958,2.0,0.0,0
164.77749897716575,5,4,0,1,,,,0
294.7779933442729,9,4,15,3,0.519778486337977,3.0,0.0,0
136.1629463020556,6,2,9,1,,,,1
147.9357677554534,9,2,12,3,,,,0
111.56283878168547,5,1,3,3,,,,1
5.149554798022746,0,3,8,2,0.8994998836588509,3.0,0.0,1
22.833487038373168,2,0,13,3,0.7626530893451102,0.0,0.0,0
6.386736258610765,1,0,3,2,0.8467725815908732,2.0,0.0,1
202.3459101855099,5,4,9,0,0.9087809432111732,3.0,0.0,1
75.47934175901997,7,4,7,1,0.9126293113764777,1.0,0.0,1
142.08743542683803,2,1,22,2,0.11463814299675745,0.0,0.0,0
476.2531059691951,9,2,2,1,0.45638548888716146,3.0,0.0,0
57.347764596659665,7,0,22,2,0.0002864743929102964,3.0,0.0,0
105.65639497653451,7,1,6,1,0.5064625847036726,2.0,0.0,0
281.7498295077167,4,4,9,2,0.9242439343437908,3.0,0.0,1
51.961031383478804,7,4,2,1,,,,0
16.020855710035274,5,0,1,0,,,,0
68.42806077741142,4,4,14,1,0.6443790464178937,3.0,0.0,0
35.16167170001257,8,4,8,0,,,,0
530.990017176125,6,3,14,0,,,,1
330.1774160969139,7,2,16,0,0.4620217839602411,0.0,0.0,0
200.69883810410622,0,4,6,3,0.18820937645434543,2.0,0.0,0
410.3039461041626,1,3,19,1,0.5849939785245091,4.0,0.0,0
325.5937881481113,7,1,17,3,,,,0
41.299095271727815,8,4,14,3,0.5191981785123732,4.0,0.0,0
446.1626810471122,3,1,17,1,0.13446755282055523,2.0,0.0,0
155.0199803932344,9,4,23,0,0.5172518254386435,2.0,1.0,1
329.46965826071323,9,0,22,3,,,,0
452.84852985724626,8,3,11,3,0.8815352980116816,3.0,0.0,1
76.5461432836637,3,3,22,2,,,,0
23.318432024770168,9,0,20,1,,,,1
51.73734922787627,9,2,7,3,,,,0
111.41153854972288,9,3,1,1,,,,0
340.765945327789,8,1,1,1,0.31454449453892275,1.0,0.0,0
394.26899437596666,6,3,4,3,0.22774393983405516,1.0,0.0,0
1.3952818363301294,1,2,0,1,,,,0
142.97523186771116,8,1,21,0,0.024225862412799337,1.0,0.0,0
108.05466418373426,3,1,3,3,,,,1
50.2334676551649,7,0,5,3,0.38701426596612454,4.0,0.0,0
25.536078309129362,6,4,22,3,,,,1
82.38171597248649,6,0,12,2,,,,0
572.6242245382299,7,4,18,2,,,,1
78.07676057629487,0,0,10,2,0.6601882778425759,2.0,0.0,0
146.2905611520304,4,4,12,2,,,,0
242.81739537617096,1,3,7,3,0.24371864558138012,2.0,0.0,0
90.39489979339247,1,1,6,0,,,,0
713.5596276583399,0,4,12,1,0.916075048692817,2.0,0.0,1
656.4019729082796,4,3,0,1,,,,1
58.012258998441055,1,2,5,3,,,,0
137.53185569276945,3,0,6,0,0.2809478257997007,4.0,0.0,0
71.58609201580936,2,2,15,1,0.5229544551851182,3.0,0.0,0
67.04993527621635,2,3,14,0,0.3501001382111898,3.0,0.0,0
7.516895553104506,1,2,19,3,0.32113904039640073,2.0,0.0,0
188.09841419651863,5,2,1,2,,,,1
139.7039265659277,1,3,22,0,,,,0
10.570217476078495,7,1,15,1,0.6600301106300229,4.0,1.0,1
65.32518420207387,7,4,16,1,0.222043776067109,1.0,1.0,1
477.77219021786806,4,0,23,1,0.9654439868773501,2.0,0.0,1
54.77211042841541,9,4,14,2,0.12461167646366667,0.0,0.0,0
31.30617219709395,6,0,2,0,0.4802072077214363,2.0,0.0,0
134.45442189472726,3,4,3,0,0.0850282163553494,4.0,1.0,1
848.8073965230519,0,2,11,1,0.02266532106900998,2.0,0.0,1
55.42896271194524,1,1,4,0,,,,1
223.03100205945867,9,2,16,1,,,,1
286.7775252478926,9,1,5,0,0.6941553731255583,2.0,1.0,1
54.266634467161154,3,3,9,2,0.8651908131499447,3.0,0.0,1
260.5497856984632,0,0,21,2,0.8028484229697286,4.0,0.0,1
91.7045598528608,7,0,17,3,0.6472377209863922,6.0,0.0,0
200.10074954635425,8,3,9,3,0.8473423257683692,1.0,0.0,1
